,CB9_AGECAT_SERVE_0,CB9_AGECAT_SERVE_1,CB9_AGECAT_SERVE_2,CB9_AGECAT_SERVE_3,CB9_AGECAT_SERVE_4,CB9_AGECAT_SERVE_5,CB9_AGECAT_SERVE_SA,CB9_METH_CASEID,CB9_PRGM_AUSPICE_EXP,CB9_RVNU_CENTER_FUND_COMBO,CB9_RVNU_CHRG,CB9_RVNU_CNTRBTNS,CB9_RVNU_GOVT_FEDERAL,CB9_RVNU_GOVT_LOCAL,CB9_RVNU_GOVT_STATE,CB9_RVNU_PUBLIC_PRIVATE_MIX,CB9_SERVE_0TO3YRS,CB9_SERVE_0TO5YRS,CB9_SERVE_3TO5YRS,WF9_A12_COLLENROLL,WF9_A13_COURSEOBS,WF9_A14_FUFILL_REQ,WF9_A17_CULTTRAIN,WF9_A18_HELP_SUP,WF9_A19_HRS_SKILLS,WF9_A20_DEMSKILLS_OBS,WF9_ATTITUDES_PMS_PROG,WF9_ATTITUDES_PMS_PROG_IMP,WF9_ATTITUDES_PMS_TOT_TRAD,WF9_ATTITUDES_PMS_TOT_TRAD_IMP,WF9_ATTITUDES_PMS_TRAD,WF9_ATTITUDES_PMS_TRAD_IMP,WF9_C1_MOSTOFTEN,WF9_C5_OVER4HR_TRAIN,WF9_CAREER_CERT,WF9_CAREER_CERT_CDA,WF9_CAREER_CERT_ECE,WF9_CAREER_EXPERIENCE,WF9_CAREER_HBPAID,WF9_CAREER_PROFASSOC,WF9_CAREER_REASON,WF9_CAREER_SEARCH,WF9_CAREER_SEARCH_WHY,WF9_CAREER_UNION,WF9_CB_COMM_POVERTY_DENSITY,WF9_CB_COMM_URBAN_DENSITY,WF9_CESD7_CUT,WF9_CESD7_IMP_FLAG,WF9_CESD7_TOT,WF9_CHAR_CH_6TO12,WF9_CHAR_CH_UNDER5,WF9_CHAR_COUNTRY_BORN,WF9_CHAR_EDUC,WF9_CHAR_EDUC_MAJOR,WF9_CHAR_FIRSTYRUS,WF9_CHAR_GENDER,WF9_CHAR_GOVT_PRGM,WF9_CHAR_HEALTH_INSRNCE,WF9_CHAR_HHINCOME,WF9_CHAR_HHINCOME_WORK,WF9_CHAR_HISP,WF9_CHAR_LANG,WF9_CHAR_MARITAL,WF9_CHAR_RACE,WF9_CHAR_YEAR_BORN,WF9_CL11_INTERPRETER_PRCNTCH,WF9_CL1_NUM_STAFF,WF9_CL2_A_ANY_STAFF_BLACK,WF9_CL2_B_ANY_STAFF_HISP,WF9_CL2_C_ANY_STAFF_WHITE,WF9_CL2_D_ANY_STAFF_ASIAN,WF9_CL5_NUM_CHCLASS,WF9_CL6A_A_PRCNT_CHCLASS_WHITE,WF9_CL6A_B_PRCNT_CHCLASS_BLACK,WF9_CL6A_C_PRCNT_CHCLASS_ASIAN,WF9_CL6A_D_PRCNT_CHCLASS_MIXED,WF9_CL6_PRCNT_CHCLASS_HISP,WF9_CL8A_FOOD_PRCNTCH,WF9_CLASSRM_3TO5,WF9_CLASSRM_UNDER3,WF9_CL_LANG_NONENGLISH_PRCNTCH,WF9_COMPLETE_DATE,WF9_D11_DEPRESSED,WF9_D11_EAT,WF9_D11_EFFORT,WF9_D11_GETGOING,WF9_D11_MIND,WF9_D11_RESTLESS,WF9_D11_SAD,WF9_D12_PAINT,WF9_D13_CRY,WF9_D14_HIT,WF9_D15_PUZZLE,WF9_D1_BEBAD,WF9_D1_DISAGREE,WF9_D1_DISPARENTS,WF9_D1_IDEAS,WF9_D1_OBEDIENCE,WF9_D1_OBEY,WF9_D1_OBEYTEACH,WF9_D1_POV,WF9_D1_PRETENDING,WF9_D1_RIGHT,WF9_DIS_HHCB_C,WF9_E20_SRHEALTH,WF9_G_ACTIVITY_IT_A,WF9_G_ACTIVITY_IT_B,WF9_G_ACTIVITY_IT_C,WF9_G_ACTIVITY_IT_D,WF9_G_ACTIVITY_IT_E,WF9_G_ACTIVITY_IT_F,WF9_G_ACTIVITY_IT_G,WF9_G_ACTIVITY_IT_I,WF9_G_ACTIVITY_PK_A,WF9_G_ACTIVITY_PK_B,WF9_G_ACTIVITY_PK_C,WF9_G_ACTIVITY_PK_D,WF9_G_ACTIVITY_PK_E,WF9_G_ACTIVITY_PK_F,WF9_G_ACTIVITY_PK_G,WF9_G_ACTIVITY_PK_I,WF9_INTERACTIONS_TOT,WF9_METH_2INTVWF,WF9_METH_CASEID,WF9_METH_DATA_SOURCE,WF9_METH_FILEVERSION,WF9_METH_PUBSCHFLAG,WF9_METH_VPSUPU,WF9_METH_VSTRATUMPU,WF9_METH_WEIGHT,WF9_MODE,WF9_PROFDEV_CLASSRMSTAFF,WF9_PROFDEV_COACH,WF9_PROFDEV_COURSE,WF9_PROFDEV_HELP_COST,WF9_PROFDEV_HELP_TIME,WF9_PROFDEV_HELP_TUITION,WF9_PROFDEV_HS_ONLINE,WF9_PROFDEV_MEETING,WF9_PROFDEV_TOPIC_HS,WF9_PROFDEV_TOPIC_NONHS,WF9_PROFDEV_WRKSHP,WF9_PROFDEV_WRKSHP_TYPE,WF9_QUEXLANG,WF9_REGION,WF9_WEIGHT_CLSM,WF9_WORK_BEHAVIOR,WF9_WORK_BEHAVIOR_SKILLS,WF9_WORK_BGCHK_DISCOURAGE,WF9_WORK_BGCHK_EASY,WF9_WORK_BGCHK_PROTECT,WF9_WORK_CH_HAPPY,WF9_WORK_CH_STRESS,WF9_WORK_CLASSES,WF9_WORK_CRCLM,WF9_WORK_DISABLED,WF9_WORK_FT,WF9_WORK_HELP_AVAILABLE,WF9_WORK_HRS_CAT,WF9_WORK_LANG_FAMILIES,WF9_WORK_LANG_PRCNT,WF9_WORK_LEARNING_SKILLS,WF9_WORK_MONTHS,WF9_WORK_MOVE_CLASSROOMS,WF9_WORK_PLAN,WF9_WORK_PLAN_WHEN,WF9_WORK_PRNTS_APPRCTE,WF9_WORK_PRNTS_BLAME,WF9_WORK_PRNTS_LATE,WF9_WORK_PRNTS_TALK,WF9_WORK_RESPECT,WF9_WORK_REVIEW,WF9_WORK_ROLE,WF9_WORK_SCREENTIME,WF9_WORK_TEAMWORK,WF9_WORK_WAGE,WF9_WORK_WAGE_IMP,WF9_WORK_YRS
1674,1,1,1,1,1,1,1,83094990,3,1,1,2,2,2,1,4,1,1,1,-1,-2,1,1,1,5,1,18,0,30,0,18,0,-2,1,1,2,2,1,2,2,2,1,1,2,2,1,0,0,0.0,1,0,1,6,4,1977,2,1,7,2,7,2,2,4,2,1977,0,3,1,3,3,3,4,-1,-2,-1,-2,25,0,0,1,0,24-APR-2019,1,1,1,1,1,1,1,1,4,2,1,3,3,4,4,4,5,4,4,3,2,4,2,3,3,2,3,1,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93094991,1,22-OCT-2021,0,213,2,554.3267028844,2,1,1,2,2,2,2,1,2,1,17,1,1,1,2,216.541705902,1,3,4,1,1,3,1,4,1,2,2,1,2,2,-2,3,12,-1,1,2,3,1,1,2,1,1,2,3,1,-1.0,0,3
1675,1,1,1,1,1,1,1,83095010,3,8,1,1,1,2,2,-1,1,1,1,2,-2,2,1,2,5,1,21.25,1,21.25,2,12.5,1,-2,1,4,1,1,4,1,2,3,2,-2,2,1,2,0,0,5.0,0,0,1,6,1,1973,2,2,1,5,6,2,1,4,1,1973,0,2,2,2,1,2,26,96,0,0,4,0,12,1,0,0,23-APR-2019,1,4,1,1,1,3,1,1,4,2,1,4,-1,4,5,2,2,-1,4,4,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,3,4,5,5,2,4,3,3,4,0,93095011,1,22-OCT-2021,0,2811,28,177.2458285611,1,1,2,2,1,1,1,2,2,1,7,1,1,1,3,70.0240126507,3,5,3,2,1,3,3,2,1,1,1,1,5,1,100,4,12,1,1,4,3,1,1,3,1,1,2,4,1,15.0,0,12
1676,1,1,1,1,1,1,1,83095240,1,5,1,2,1,2,1,3,1,1,1,-1,-2,-2,-2,-1,5,1,19,0,21,1,10,1,-2,1,-1,-1,-1,-1,2,1,3,2,-2,2,2,2,0,0,2.0,0,0,1,-1,-1,1978,2,2,1,3,5,2,2,2,1,1978,0,2,2,2,2,1,14,71,-1,-1,-1,29,14,1,0,21,26-APR-2019,1,1,1,2,2,1,1,1,4,2,1,1,3,4,4,1,3,3,4,4,-1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,4,4,3,3,4,4,3,3,4,0,93095241,1,22-OCT-2021,0,2801,28,425.8841777581,2,-2,-1,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2,1,4,164.6845998741,2,3,2,4,1,3,2,4,1,2,1,1,6,-1,-2,3,12,1,1,2,3,1,3,3,1,1,1,4,1,-1.0,0,-1
1677,0,1,1,1,1,1,1,83095260,1,1,1,1,2,2,1,2,1,1,1,2,-2,1,1,1,4,1,20,0,24,0,14,0,-2,2,3,1,2,3,2,1,1,2,-2,2,3,1,0,0,7.0,0,0,1,6,1,1993,2,2,4,2,1,2,2,1,2,1993,0,1,3,3,3,3,9,-2,-2,-2,-2,-2,0,1,0,22,23-JUL-2019,1,1,2,3,3,2,2,1,4,2,1,3,4,4,4,2,3,3,4,4,3,2,3,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,5,2,3,3,3,4,0,93095261,1,22-OCT-2021,0,417,4,150.9326133129,2,1,2,2,2,2,2,1,1,1,-1,1,1,1,3,145.1093083026,2,6,1,4,1,3,2,4,1,2,1,1,5,4,-2,6,12,1,1,1,3,2,2,2,1,1,2,4,1,10.75,0,2
1678,0,1,1,1,1,1,1,83095300,1,7,1,2,1,1,1,4,1,1,1,2,-2,1,1,1,5,1,20,1,27.5,2,17.5,1,-2,-2,4,1,1,3,1,1,6,2,-2,2,1,1,0,0,0.0,1,0,3,4,-2,1992,2,2,6,5,6,2,1,2,1,1968,0,2,2,1,1,2,9,22,33,0,11,33,11,1,1,100,20-JUL-2019,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,2,4,-1,-1,1,2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,2,2,6,3,2,3,3,0,93095301,1,22-OCT-2021,0,504,5,103.0027397903,1,1,1,2,2,2,2,1,1,1,4,1,1,1,2,56.1499384834,1,6,3,2,1,3,1,1,2,2,2,3,2,4,80,6,12,1,1,2,3,1,1,1,1,2,2,3,1,-1.0,0,13
1679,1,1,1,1,0,0,0,83095330,5,2,1,2,2,1,2,4,1,1,1,2,-2,1,1,2,3,1,18,0,27,0,15,0,-2,-2,2,2,1,2,2,2,3,1,-1,1,2,1,1,0,9.0,2,0,1,5,1,1983,2,2,5,5,6,2,2,2,1,1983,0,4,1,2,1,2,7,43,43,-1,-2,-1,29,1,1,-1,03-APR-2019,2,3,2,2,3,2,2,4,4,2,3,3,4,4,4,2,4,4,4,2,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,2,2,3,2,0,93095331,1,22-OCT-2021,0,223,2,212.0931966529,2,2,1,2,2,2,2,2,2,1,-1,1,1,1,3,210.1742895887,3,2,2,3,2,3,3,3,2,2,1,2,3,2,-2,2,12,1,1,1,2,2,2,2,2,1,2,4,2,15.01,0,3
1680,1,1,1,0,0,0,0,83095500,1,3,1,2,1,2,2,2,1,1,0,2,-2,-2,-2,2,4,1,17,0,30,0,17,0,-2,-2,1,2,2,3,2,2,3,2,-2,2,1,1,0,0,1.0,2,0,1,4,-2,1977,2,2,5,5,5,1,2,2,1,1977,0,3,2,1,2,2,8,88,0,0,0,13,0,0,1,13,08-JUL-2019,1,2,1,1,1,1,1,1,3,2,3,4,3,2,4,2,5,4,4,4,2,1,1,3,4,3,3,4,5,3,3,-2,-2,-2,-2,-2,-2,-2,-2,2,0,93095501,1,22-OCT-2021,0,1122,11,163.2585056343,1,-2,2,2,-2,-2,-2,-2,2,2,-2,2,-2,1,4,92.2578021089,3,4,2,2,1,3,1,1,2,2,1,1,5,1,-2,3,12,1,1,2,2,1,1,1,1,1,2,4,1,13.0,0,4
1681,0,0,0,1,1,0,0,83095560,5,7,1,2,1,1,1,1,0,1,1,1,1,1,1,1,5,1,21,0,27,0,18,0,-2,1,3,1,2,1,2,2,2,2,-2,2,1,1,0,0,2.0,1,0,1,6,1,1995,2,2,8,1,6,1,1,1,-1,1995,18,3,2,1,1,1,42,2,-1,9,-2,73,0,1,0,64,20-JUN-2019,1,1,2,1,1,2,1,1,4,2,1,3,5,3,4,4,4,4,5,4,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,3,2,2,2,2,4,0,93095561,1,22-OCT-2021,1,1502,15,13.0769656608,2,1,1,1,2,2,1,2,2,1,2,1,1,1,4,4.9265513219,2,4,3,1,1,3,2,2,1,2,1,1,5,2,70,5,12,1,1,2,3,1,2,1,1,1,1,2,1,15.0,0,4
1682,1,1,1,1,1,0,0,83095660,1,4,1,1,2,1,1,2,1,1,1,2,-2,2,2,-1,5,1,24,0,24,0,18,0,-2,1,3,1,2,1,2,1,1,2,-2,2,2,1,-1,-99,-1.0,1,0,1,5,1,1982,2,2,5,-1,-1,1,1,2,-1,1982,0,4,2,2,1,2,9,89,0,0,11,0,0,0,1,0,30-MAY-2019,-1,-1,-1,-1,-1,-1,-1,1,4,2,1,3,5,4,5,3,4,4,5,5,4,-999,2,4,3,1,5,5,3,4,4,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93095661,1,22-OCT-2021,0,1108,11,132.1055154124,2,1,1,2,2,2,2,-2,1,2,21,2,-2,1,4,49.7687780536,2,3,4,2,1,3,-1,1,1,2,1,2,5,1,100,3,12,1,1,4,3,1,1,2,2,1,2,4,2,11.875,0,13
1683,0,1,1,1,1,0,0,83095700,1,4,1,2,-1,1,1,3,1,1,1,2,-2,2,1,1,3,1,16,0,29,0,15,0,-2,1,3,1,2,1,2,2,1,2,-2,2,2,1,0,0,2.0,0,0,1,5,1,1993,2,2,1,3,5,2,2,2,2,1993,0,1,1,2,2,2,16,13,69,0,6,-2,0,0,1,0,24-JUN-2019,1,1,1,1,1,2,2,1,2,2,1,2,2,2,4,3,4,4,4,4,2,2,1,4,2,1,3,3,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,3,0,93095701,1,22-OCT-2021,0,2707,27,233.0055501687,1,2,1,2,2,2,2,1,2,1,9,2,-2,1,3,141.9368536778,1,3,3,2,1,3,1,1,1,2,1,2,5,1,-2,3,12,2,1,2,3,1,2,1,2,1,1,2,2,10.0,0,6
1684,1,1,1,1,1,1,1,83095740,1,8,1,2,2,2,2,4,1,1,1,1,1,1,1,1,3,2,21,0,22.333333333333,2,13.333333333333,2,-2,1,1,2,2,2,1,2,3,2,-2,2,2,2,0,0,0.0,0,0,1,5,1,1991,2,2,8,2,1,2,1,1,1,1991,0,2,2,2,1,2,13,62,8,0,-2,31,0,1,1,23,24-MAY-2019,1,1,1,1,1,1,1,1,4,2,1,4,5,2,5,2,-1,-1,5,4,2,4,1,-2,-2,-2,-2,-2,-2,-2,-2,5,3,3,4,4,4,3,3,4,0,93095741,1,22-OCT-2021,0,3011,30,233.9840530534,1,1,1,1,2,1,1,2,1,1,2,1,1,1,4,91.4701545139,2,3,4,2,1,3,1,1,1,2,1,1,5,1,100,3,12,1,1,4,3,1,3,1,1,1,2,4,1,11.5,0,3
1685,0,0,0,0,1,0,0,83095780,6,4,-1,-1,-1,1,1,5,0,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93095781,2,22-OCT-2021,1,1601,16,19.6606604379, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,1,3.4588619047,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
1686,1,1,1,1,1,0,0,83095820,2,8,1,2,2,2,2,1,1,1,1,2,-2,1,2,1,2,1,18,0,24,0,12,0,2,-2,1,2,2,2,1,2,6,2,-2,2,2,1,1,1,9.333333333333,0,0,1,6,1,1972,2,2,1,5,6,2,2,2,1,1972,0,3,3,3,1,3,23,87,0,4,9,0,0,1,0,9,23-MAY-2019,4,1,3,2,2,2,-1,1,4,2,1,1,4,3,3,2,4,3,4,4,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,5,2,3,2,2,4,0,93095821,1,22-OCT-2021,0,215,2,408.2250653314,2,2,1,2,2,1,2,2,2,1,6,2,-2,1,2,159.4686880117,3,4,1,2,1,3,3,1,2,2,1,3,5,1,-2,3,12,2,1,4,3,1,2,2,2,1,2,3,2,12.0,0,10
1687,0,0,1,1,1,1,1,83095830,1,1,1,1,2,2,1,3,1,1,1,2,-2,1,1,1,2,1,18,0,23,0,11,0,-2,1,3,1,2,3,1,2,8,2,-2,2,2,1,0,0,6.0,-1,-1,1,5,1,1986,2,-1,1,-1,-1,2,2,1,2,1986,0,2,1,3,3,3,20,-2,-2,-2,-2,0,0,1,1,0,13-JUL-2019,1,1,4,1,1,4,1,1,4,2,1,1,3,3,2,1,4,3,5,5,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,3,3,2,2,4,0,93095831,1,22-OCT-2021,0,2410,24,106.0604236439,2,1,1,2,2,2,2,2,2,1,-1,1,1,1,2,73.8195151028,2,2,3,2,2,3,2,1,1,2,1,2,6,1,-2,2,12,2,1,2,3,2,3,2,1,1,2,4,1,-1.0,0,13
1688,0,0,1,1,1,1,1,83095850,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,3,1,15,0,30,0,15,0,-2,2,3,1,-1,2,2,2,6,2,-2,2,1,1,-1,-99,-1.0,0,0,1,4,-2,1964,2,2,5,2,1,1,1,2,-1,1964,0,2,2,1,2,2,29,31,0,10,41,17,0,1,1,10,13-JUN-2019,-1,-1,-1,-1,-1,-1,-1,4,4,2,4,3,3,3,3,3,3,3,3,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,3,1,3,3,2,2,0,93095851,1,22-OCT-2021,0,1123,11,173.2797233852,1,1,2,1,2,2,2,2,2,1,1,1,1,1,4,97.9208180759,2,4,-1,2,2,3,1,1,1,1,2,2,1,4,100,4,12,1,2,-2,3,-1,2,1,2,1,2,4,2,16.0,0,13
1689,1,1,1,1,1,1,1,83096020,2,8,1,-1,-1,-1,-1,4,1,1,1,2,-2,-2,-2,1,4,1,20,0,30,0,20,0,-2,1,-1,-1,-1,2,2,2,6,2,-2,2,1,1,-1,-99,-1.0,0,1,1,7,1,1987,1,2,5,-1,-1,2,1,-1,1,1987,0,1,2,2,1,2,12,-2,-2,-2,-2,-2,0,1,0,17,29-MAY-2019,-1,-1,-1,-1,-1,-1,-1,1,4,2,1,4,4,4,4,4,4,4,4,4,4,3,2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,2,2,2,2,6,2,4,0,93096021,1,22-OCT-2021,0,1202,12,71.0961792611,1,-2,2,2,-2,-2,-2,2,2,1,-2,2,-2,1,4,70.7958309311,1,2,2,3,2,3,-1,1,1,2,1,1,5,4,85,2,12,-1,1,2,3,1,-1,1,1,1,2,4,1,-1.0,0,5
1690,1,1,1,1,1,1,1,83096030,3,4,1,1,2,2,1,3,1,1,1,2,-2,1,1,2,2,2,21,0,28,0,19,0,-2,2,1,2,2,2,1,2,3,1,2,2,3,1,1,0,8.0,0,0,1,7,4,1993,2,2,6,1,1,2,2,1,1,1993,0,3,3,3,1,3,14,100,-1,-1,-1,0,14,1,0,7,20-MAY-2019,2,1,4,2,1,3,2,1,4,1,3,4,4,4,4,4,4,5,5,4,2,4,2,-2,-2,-2,-2,-2,-2,-2,-2,3,5,3,5,2,3,1,2,2,1,93096031,1,22-OCT-2021,0,709,7,317.680135014,2,1,2,2,2,2,2,1,2,1,4,1,1,1,1,63.9233862379,3,2,3,2,1,3,1,1,1,2,1,4,4,3,-2,3,10,3,1,4,3,1,3,2,2,1,1,4,1,13.0,0,4
1691,1,1,1,1,1,1,1,83096030,3,4,1,1,2,2,1,3,1,1,1,2,-2,1,2,1,2,2,17,0,32,0,19,0,-2,2,1,2,2,6,2,2,3,2,-2,2,3,1,0,0,0.0,0,0,1,5,1,1950,2,2,7,-1,4,2,1,2,1,1950,0,3,3,3,1,3,14,100,-1,-1,-1,0,0,1,0,7,21-MAY-2019,1,1,1,1,1,1,1,1,4,2,1,4,2,4,4,3,5,4,4,3,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,3,3,2,2,4,1,93096032,1,22-OCT-2021,0,709,7,317.680135014,2,1,1,2,2,-1,1,1,2,1,4,1,1,1,1,63.9233862379,3,1,4,1,1,3,3,1,1,2,2,2,3,3,99,1,10,1,1,4,-1,1,3,2,1,1,1,4,1,-1.0,0,16
1692,1,1,1,1,1,1,1,83096040,1,1,1,2,2,2,1,5,1,1,1,1,1,1,2,2,2,1,17,0,27,0,14,0,-2,2,1,2,2,1,2,2,1,2,-2,2,3,1,0,0,0.0,0,0,1,5,1,1992,2,2,8,2,1,2,2,1,2,1992,0,1,1,2,2,2,6,-1,100,-1,-1,0,0,1,0,0,18-FEB-2019,1,1,1,1,1,1,1,1,4,2,1,2,3,4,2,2,4,4,4,4,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,5,4,3,2,2,4,0,93096041,1,22-OCT-2021,0,1611,16,122.9851445733,2,1,1,1,2,2,1,-2,2,2,4,1,2,1,3,120.2257726389,3,4,3,2,2,3,2,2,1,2,1,1,5,1,-2,4,12,1,1,2,-1,3,2,2,1,1,2,3,1,9.75,0,2
1693,1,1,1,1,1,1,1,83096060,1,8,1,2,-1,2,2,3,1,1,1,2,-2,-2,-2,1,4,1,19,0,30,0,19,0,-2,1,1,2,2,1,2,2,1,2,-2,2,2,1,0,0,3.0,-1,2,1,4,-2,1995,2,2,8,-1,-1,2,2,1,1,1995,0,3,2,1,1,2,21,-1,-1,-1,-1,-2,0,1,0,2,14-MAY-2019,1,1,4,1,1,1,1,1,4,2,1,4,3,4,4,3,5,4,4,4,3,3,2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,4,5,5,4,4,3,4,0,93096061,1,22-OCT-2021,0,3013,30,188.4907091302,2,-2,2,2,-2,-2,-2,-2,2,2,-2,2,-2,1,4,194.7639144945,1,4,4,2,1,3,1,3,1,2,2,1,2,1,-2,4,12,1,1,2,3,1,2,2,1,1,2,3,1,13.0,0,6
1694,0,0,0,1,1,0,0,83096130,3,8,1,1,2,2,2,1,0,1,1,2,-2,2,1,1,3,1,20,0,22,0,12,0,-2,1,4,1,1,4,1,1,3,2,-2,2,2,1,0,0,4.0,0,0,1,6,1,1963,2,2,2,5,5,2,2,2,1,1963,0,2,2,1,1,2,11,82,0,9,0,9,0,1,0,9,29-APR-2019,1,1,2,1,1,4,1,1,4,2,1,2,4,4,4,2,4,3,4,4,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,3,1,2,2,2,3,2,2,4,0,93096131,1,22-OCT-2021,0,1103,11,75.7874330813,1,1,2,2,2,2,2,-2,1,2,7,1,1,1,4,39.7173719184,2,5,-1,3,2,3,2,2,1,2,1,2,5,1,-2,5,9,1,1,4,3,1,3,2,2,1,2,4,2,-1.0,0,14
1695,1,1,1,1,1,0,0,83096150,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,5,2,11,0,29,0,10,0,-2,1,1,2,2,2,2,2,3,2,-2,2,1,1,0,0,2.0,0,0,1,6,2,1992,2,2,2,4,4,2,2,2,1,1992,0,1,2,2,1,2,9,89,11,0,0,0,22,0,1,0,07-MAY-2019,1,1,1,1,2,1,2,1,3,2,3,1,4,4,1,2,2,4,1,1,1,4,3,3,5,1,5,5,4,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,0,93096151,1,22-OCT-2021,0,404,4,571.4124058344,1,1,1,1,2,2,1,2,1,1,2,1,1,1,3,324.1739769359,1,4,4,1,1,3,2,1,1,2,1,4,6,1,-2,2,12,1,1,2,2,2,3,2,4,1,2,4,1,14.5,0,1
1696,0,0,0,0,1,0,0,83096290,6,4,-1,-1,-1,1,1,5,0,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93096291,2,22-OCT-2021,1,1916,19,38.2269375441, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,1,8.9669214264,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
1697,0,1,1,1,1,0,0,83096320,4,8,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,20,0,22,0,12,0,-2,2,1,2,2,4,1,2,1,1,2,2,1,1,0,0,3.0,0,0,1,5,2,1974,2,2,5,5,6,2,2,2,1,1974,0,2,2,1,1,1,12,75,-1,8,-1,17,0,1,0,17,10-MAY-2019,1,2,1,2,1,2,1,1,4,2,1,1,4,4,4,2,4,3,5,3,2,3,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,4,2,2,2,2,4,0,93096321,1,22-OCT-2021,0,104,1,602.4468108383,2,1,1,1,2,2,2,2,2,1,4,1,2,1,3,328.6977686044,2,5,3,2,1,3,1,2,1,2,2,2,2,2,-2,4,9,1,1,4,3,1,3,2,2,1,2,3,2,8.09563409564,0,4
1698,0,0,0,1,1,1,1,83096370,3,2,2,2,-1,-1,1,5,0,1,1,1,1,1,1,2,4,1,20,0,24,0,14,0,-2,2,2,2,1,3,1,2,3,2,-2,2,2,1,0,0,5.0,2,0,1,8,2,1982,2,2,2,4,4,2,2,2,1,1982,6,4,3,1,1,3,33,79,-1,12,6,3,0,1,0,15,02-MAY-2019,1,1,2,1,3,2,2,1,4,2,1,3,4,4,4,2,4,3,5,3,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,4,3,3,4,2,4,0,93096371,1,22-OCT-2021,1,1102,11,565.9127718717,2,2,2,1,2,2,2,1,2,1,21,1,2,1,4,319.7987652491,2,4,3,2,1,3,1,2,1,1,1,2,5,1,-2,4,9,1,1,2,3,1,3,3,1,1,2,3,1,20.32,0,2
